,id,title,ingredients,instructions
235,00100336d5,Four Alarm Chili,Ingredients: 1. 2 lbs sirloin 2. 1 yellow onion 3. 1 green bell pepper 4. 2 garlic cloves 5. 2 cans rotel tomatoes & chilies 6. 2 cansof bushs chili magic chili starter 7. 20 ounces warm water 8. 2 teaspoons hot sauce 9. 12 cup chili powder 10. 1 tablespoon onion flakes 11. 12 tablespoon paprika 12. 12 tablespoon cumin 13. 12 tablespoon cayenne pepper 14. 12 tablespoon italian seasoning 15. 12 tablespoon masa harina flour 16. olive oil ,"Instructions: 1. Lightly oil the bottom of a 3-quart pot with olive oil and lightly saute the onions, peppers and garlic. 2. Do not brown. 3. Add the ground sirloin and brown. 4. Do not drain off fat; this adds to flavor of the chili. 5. Mix all the dry ingredients and the hot sauce in the warm water and stir until well dissolved. 6. Pour this seasoned water mixture into the meat, peppers, garlic and onions. 7. Add the beans and the tomatoes and green chilies. 8. Mix to blend all items. 9. Bring to a gentle boil. 10. Reduce heat and simmer for 45 minutes to an hour, stirring occasionally. 11. Serve with bread or crackers. "
236,00100467ca,"Chocolate, Coffee & Hazelnut Loaf",Ingredients: 1. 300 ml thickened cream 2. 1 liter prepared chocolate custard 3. 14 cup strong black coffee 4. 125 g hazelnuts 5. 125 g dark chocolate 6. 300 ml thickened cream 7. chocolate ,"Instructions: 1. Beat cream in a bowl until soft peaks form, fold through chocolate custard and coffee using a large metal spoon. 2. Spoon into a large loaf tin, cover with plastic wrap and freeze for several hours. 3. Remove chocolate mixture from the freezer and process with a food processor until thick & creamy. 4. Transfer to a large bowl and fold through hazelnuts using a large metal spoon, cover & freeze again. 5. To make sauce: Break chocolate into pieces and put in a bowl with the cream, stir continuously over simmering hot water until a smooth sauce forms, remove from heat, allow to cool. 6. To serve: Turn loaf out onto a large plate and remove plastic wrap. 7. Sprinkle with chopped chocolate, cut into slices and serve with chocolate sauce. "
237,00100a0aa5,Fusilli Carbonara,Ingredients: 1. 2 tablespoons olive oil 2. 1 tablespoon butter 3. 14 lb bacon 4. 3 garlic cloves 5. 12 cup red wine 6. 12 teaspoon black pepper 7. 2 eggs 8. 12 cup parmesan cheese 9. 12 teaspoon salt 10. 34 lb fusilli 11. 2 tablespoons parsley ,"Instructions: 1. Heat the oil and butter over medium heat in a small frying pan. 2. Add the bacon and cook until brown but not crisp, about 4 minutes. 3. Add the garlic, wine, and pepper. 4. Simmer until the wine is reduced to 2 tbsp, about 3 minute Removed from the heat. 5. In a large bowl, whisk together the eggs, cheese, and salt. 6. In a large pot of boiling, salted water, cook the pasta until just done. 7. Drain the pasta, add it to the egg and cheese mixture IMMEDIATELY, and toss quickly. 8. DO not rinse pasta first. 9. Add the parsley and toss just until mixed. 10. Salt and pepper to taste. 11. Serve with additional Parmesan and enjoy! "
238,00101a3cd5,Shrimp Italiano over Linguine,Ingredients: 1. 1 12 lbs shrimp 2. 12 cup olive oil 3. 14 cup butter 4. 12 onion 5. 2 3 cloves garlic 6. 12 cup parsley 7. 12 cup walnuts 8. 12 cup pimento stuffed green olives 9. 1 teaspoon oregano 10. 12 teaspoon basil 11. 14 teaspoon salt 12. 18 teaspoon pepper 13. parmesan cheese 14. 12 lb linguine ,"Instructions: 1. Put oil and butter in a skillet heat on medium heat. 2. While skillet is heating bring 4 quart Sauce pan of water to a boil. 3. While your waiting for water to boil add onion and garlic to skillet and saute unit onion is almost transparent. 4. Add linguine to 4 qt sauce pan and cook approx 7-10 min, until desired tenderness. 5. While your linguine is cooking add shrimp to skillet and cook 2-3 minutes, until shrimp is pink and cooked through out. 6. Once your shrimp is ready add parsley, walnuts, olives, oregano, basil, salt and pepper to the skillet. 7. Mix to combine skillet ingredients. 8. Remove from heat. 9. When your Linguine is done, drain it. 10. Place about a cup to a cup and a half of linguine on each plate and then spoon the skillet mixture over the to of the linguine. 11. Provide parmesan cheese for sprinkling. "
239,00102e3bf4,Japanese-Inspired Beef Tenderloin,Ingredients: 1. 4 beef tenderloin filets 2. 2 tablespoons salt free seasoning blend 3. 2 tablespoons soy sauce 4. 2 tablespoons rice wine vinegar 5. 2 tablespoons sesame oil 6. 2 tablespoons allspice 7. 1 tablespoon ginger 8. 1 tablespoon garlic 9. 2 tablespoons virgin olive oil 10. 2 cups napa cabbage 11. 1 cup shiitake mushrooms 12. 1 cup cucumber 13. 1 cup bean sprouts 14. 1 2 cup snow peas 15. 1 tablespoon green onions 16. 2 cups spinach leaves 17. 1 cup parsley ,"Instructions: 1. Rub seasoning blend into both sides of filets and place in a large, resealable plastic bag. 2. In a medium bowl, stir together the soy sauce, rice wine vinegar, sesame oil, allspice, ginger, and garlic. 3. Pour marinade into the bag and shake gently to ensure it coats the meat. 4. Refrigerate filets for at least 3 hours or overnight. 5. Preheat oven to 350 degrees F . 6. Remove filets from plastic bag and reserve marinade. 7. Use a paper towel to pat the meat dry. 8. Heat 1 tablespoon olive oil in a large skillet over medium-high heat. 9. Brown the filets on all sides, about 5 minutes. 10. Place filets onto a baking sheet and bake in preheated oven until they reach an internal temperature of 140 degrees F  for medium, about 10 minutes. 11. Meanwhile, in a large skillet over medium heat, heat the remaining olive oil. 12. Stir-fry the cabbage, mushrooms, cucumbers, bean sprouts, snow peas, and green onions until tender, about 4 minutes. 13. Stir in the spinach, parsley, and reserved marinade; cook another 5 minutes. 14. To serve, divide the vegetables between four plates; cut the filets into thick slices and place on top of vegetables. "
240,001038045f,Chicken Taco Bowl,Ingredients: 1. 4 wheat tortillas 2. 2 cups rotisserie chicken foods 1 lb 3.99 02 09 3. 1 4 cup kraft rancher's dressing 4. 1 cup lettuce 5. 1 tomato ,Instructions: 1. Heat oven to 375 degrees F. 2. Flip over 12-cup muffin pan. 3. Spray both sides of 4 tortillas with cooking spray. 4. Press into spaces between raised cups to form bowls. 5. Bake 15 min. 6. ; cool. 7. Combine chicken and dressing; spoon into tortilla bowls. 8. Top with lettuce and tomatoes. 
241,001078d812,Reuben in the Round,Ingredients: 1. 1 container sour cream 2. 12 cup 1000 island dressing 3. 14 cup green onion 4. 8 ouncesshredded swiss cheese 5. 8 ounces deli corned beef 6. 1 can sauerkraut 7. 1 12 teaspoons caraway seeds 8. 1 loafunsliced pumpernickel bread or 1 loaf rye bread or 1 loaf sourdough bread 9. vegetables ,"Instructions: 1. In large bowl, stir together all ingredients except bread and veggies. 2. Refrigerate at least 2 hours. 3. Cut thin, lengthwise slice off of top of bread. 4. Hollow out center of bread, reserving bread to use for dipping, and leaving 1-inch shell. 5. fill with dip. 6. Serve with reserved bread and veggie dippers. "
242,0010920c7e,Tomatillo Hash With Sausage,Ingredients: 1. 3 links italian turkey sausage 2. 1 tablespoon olive oil 3. 1 onion 4. 1 red bell pepper 5. 1 poblano chile 6. 14 teaspoon salt 7. 2 tomatillos 8. 12 cup white wine or 12 cup chicken broth 9. 2 cups cooked brown rice ,"Instructions: 1. Remove the sausage from its casings and form into 1-inch balls. 2. Heat a large, heavy skillet over medium high heat, add the olive oil and sausage balls and cook until browned on all sides, about 8 minutes. 3. Remove from skillet. 4. Add onion, peppers and salt to the skillet , and cook until they begin to soften, about 5 minutes. 5. Stir in the tomatillos and cook 2 minutes longer, until just softened. 6. Add wine or broth and return the sausage balls to the skillet. 7. Simmer until heated through, about 2 minutes. 8. Serve over the brown rice, chopped cilantro would be a nice touch. "
243,0010923f5c,Original Pound Cake,Ingredients: 1. 2 cups sugar 2. 2 cups flour 3. 14 teaspoon salt 4. 1 teaspoon baking soda 5. 1 cup butter 6. 5 eggs 7. 1 12 teaspoons vanilla extract 8. 1 12 teaspoons lemon extract ,"Instructions: 1. Combine all ingredients in a large mixer bowl until smooth about 5 or 6 minutes. 2. Add eggs , one at a time while you mix. 3. Pour into well buttered Bundt pan, or you can use a bread loaf pan. 4. Bake at 325 for 60 minutes, or until cake tests done. "
244,001098c661,Paella,Ingredients: 1. 3 squids 2. 8 tiger prawns 3. 2 red peppers 4. 2 cup peas 5. 4 chicken drumsticks 6. 1 onions 7. 1 pinch saffron 8. 1 packages paella rice 9. 1 packages mussels wine sauce 10. 2 chicken stock 11. 1 packages cherry tomatoes 12. 1 2 packages beans ,"Instructions: 1. Fry the onions and chicken drumsticks in a huge paella pan with olive oil 2. At the same time, put the prawns and some onions on the baking tray with oil, then stick it into oven at 200C 3. Once the chicken is half done, stir in the peppers, squids and beans . 4. Fry for a while 5. Stick in the tomatoes and fry for a bit 6. Add the rice, chicken stock, saffron and mussels 7. When the rice is almost dry, stir in the peas 8. Serve when the rice is dry. 9. Don't forget the put the nicely grilled prawns on top of the rice "
245,0010aaf19d,Pacific Wasabi Sauce for Grilled Tuna,Ingredients: 1. 1 12 cups mayonnaise 2. 12 cup sour cream 3. 1 teaspoon dijon mustard 4. 1 tablespoon lime juice 5. 6 tablespoons wasabi paste 6. 1 teaspoon kosher salt 7. 12 teaspoon black pepper ,"Instructions: 1. Whisk the mayonnaise, sour cream, mustard, lime juice, salt and pepper in a medium-glass or stainless steel bowl for 1 minute, or until smooth and well blended. 2. Add the wasabi paste and whisk vigorously for 1 minute, until combined. 3. Cover and refrigerate for at least 30 minutes. "
246,0010bf652c,Michelle's Turkey Burgers with Lemon Mayonnaise,Ingredients: 1. 3 tablespoons canola oil 2. 1 onion 3. 1 2 cup celery 4. 1 2 cup granny smith apple 5. 2 scallions 6. 1 canned chipotle adobo 7. 1 1 2 pounds lean turkey breast 8. 1 tablespoon leaf parsley 9. 2 teaspoons lemon zest 10. kosher salt and black pepper 11. 1 3 cup reduced fat mayonnaise 12. 1 1 2 teaspoons lemon juice 13. 1 4 teaspoon thyme 14. 4 wheat hamburger buns 15. 4 iceberg lettuce leaves 16. 4 tomato slices ,"Instructions: 1. In a nonstick skillet, heat 1 tablespoon of the canola oil. 2. Add the sliced onion and cook over moderate heat, stirring occasionally, until golden and softened, about 25 minutes. 3. Transfer the onion to a bowl. 4. Wipe out the skillet. 5. Heat 1 tablespoon of the canola oil in the skillet. 6. Add the celery, apple and scallions and cook over moderate heat until softened, about 8 minutes. 7. Transfer to a bowl and add the chipotle; let cool. 8. Stir in the turkey, parsley, 1 teaspoon of the lemon zest, 2 teaspoons of salt and 1/4 teaspoon of pepper. 9. Shape the mixture into four 1/2-inch-thick patties. 10. In the skillet, heat the remaining 1 tablespoon of canola oil. 11. Add the burgers and cook over moderately high heat, turning once, until no longer pink inside, 10 minutes. 12. Meanwhile, in a small bowl, mix the mayonnaise with the remaining 1 teaspoon of lemon zest, the lemon juice and chopped thyme and season with salt and pepper. 13. Spread the lemon mayonnaise on the top halves of the buns; set the burgers on the bottom halves and top with the caramelized onions, lettuce and tomato. 14. Close the burgers and serve. "
247,0010c837b1,"Bread, Bean and Vegetable Soup, Second Time Around",Ingredients: 1. 2 3 cups dayold dried bread nutty unsweetened wheat bread or sourdough or tuscan bread or country french bread 2. 4 teaspoons virgin olive oil 3. salt and black pepper 4. parmesan or pecorino romano ,"Instructions: 1. Bring leftover soup to a boil. 2. Add diced bread and cook, stirring on occasion, for 10 minutes or until soup is thick and porridgelike. 3. Adjust the seasoning and ladle out. 4. Drizzle with olive oil and dust with more cheese if you like. "
248,0010cad8ab,Garlic and Dill Salmon,Ingredients: 1. 2 salmon fillets 2. 1 head garlic 3. 1 ounce dill 4. 1 2 cup olive oil 5. 1 teaspoon salt and pepper ,"Instructions: 1. In a food processor, process garlic to a rough mince, add dill and olive oil and pulse a few times to combine. 2. Lay fish fillets in a baking dish, skin side down. 3. Rub garlic mixture over fish. 4. Refrigerate for 2 hours. 5. Preheat an oven to 375 degrees F . 6. Bake in preheated oven for 15 minutes. 7. Do not overcook. "
249,0010cfb6ca,Gf Turkey Meatballs,Ingredients: 1. 1 lb turkey 2. 1 egg 3. 1 2 tablespoon a.1. original sauce 4. 23 cup gluten free breadcrumbs 5. 12 teaspoon onion powder 6. 14 cup milk 7. 14 cup parmesan cheese ,"Instructions: 1. Mix ingredients together. 2. Use a scoop to drop approximately 1-inch balls onto cooking surface. 3. The original recipe suggested either baking at 350 for 20-25 minutes or pan frying. 4. Drain on a paper towel to finish. 5. May not want the A1 flavor with spaghetti sauce, however. "
250,0010db9be2,Mango Lassi,Ingredients: 1. 1 ripe mango 2. 10 fluid ounces low fat yogurt 3. 1 ounce sugar 4. 12 pint ice 5. 1 pinch salt 6. 12 pint soda water or 12 pint carbonated mineral water ,"Instructions: 1. Peel the mango and cut the flesh from the central stone. 2. Place mango flesh in blender together with ice, sugar, salt and yoghurt. 3. Blitz until smooth. 4. Pour into glasses and top up with chilled soda water. 5. Serve. "
251,001112705f,BLT Salad,Ingredients: 1. 34 cup mayonnaise 2. 4 slices italian bread 3. 12 slices bacon 4. 3 tablespoons red wine vinegar 5. 4 cups cherry tomatoes 6. 1 bag romaine lettuce 7. salt 8. pepper ,"Instructions: 1. Adjust oven rack to middle position and heat oven to 475F Spread 1/4 cup mayonnaise over both sides of bread slices and transfer to baking sheet. 2. Bake until golden brown, 8-10 minutes. 3. let cool 5 minutes, then cut into 1-inch croutons. 4. Cook bacon in large skillet over medium heat until crisp, about 8 minutes. 5. Transfer to paper towel-lined plate. 6. Discard dripping. 7. Whisk remaining mayonnaise and vinegar in large bowl. 8. Add bacon, tomatoes, lettuce, and croutons and toss to combine. 9. Season with salt and pepper. 10. Serve. "
252,00111b70f6,Pineapple Marinade,Ingredients: 1. 1 cup pineapple juice 2. 13 cup brown sugar 3. 13 cup light soy sauce 4. 1 2 garlic clove 5. 2 lbs chicken breasts ,"Instructions: 1. 1. 2. In a small saucepan over medium heat, mix pineapple juice, brown sugar, garlic, and soy sauce. 3. Remove from heat just before the mixture comes to a boil. 4. 2. 5. Place meat in a medium bowl. 6. Cover with the pineapple marinade, and refrigerate for at least 30 minutes but may marinated overnight. 7. 3. 8. Preheat grill for medium heat. 9. Thread meat lengthwise onto wooden skewers. 10. 4. 11. Lightly oil the grill grate. 12. Grill chicken or pork 5 minutes per side, or until juices run clear. 13. They cook quickly, so watch them closely. "
253,001128ebd8,Potato & Smoked Sausage Hash,"Ingredients: 1. 2 tablespoons canola oil 2. 4 potatoes 3. 1 2 teaspoons seasoning salt 4. 1 2 teaspoons pepper 5. 13 ounces, weight smoked sausage 6. 1 green bell pepper 7. 1 red bell pepper 8. 1 red onion ","Instructions: 1. Heat 1 tablespoon oil in a cast-iron skillet over medium-high heat. 2. Add the potatoes, season with seasoning salt and pepper, and allow them to get a brown crust on one side before stirring. 3. Continue to brown the potatoes until they have a brown crust on at least two sides. 4. When the potatoes are browned and crisp, push them to one side of the pan and add the smoked sausage, getting a nice browning on the sausage as well. 5. Meanwhile, heat remaining oil in another skillet over medium-high heat. 6. Add the peppers and red onion, stirring often. 7. Cook until the vegetables are tender and begin to brown. 8. Add the cooked peppers and onions to the cast iron skillet with the potatoes and sausage and toss to combine. 9. Taste for seasoning and add more salt and pepper if needed. 10. Serve promptly, preferably with ketchup and/or hot sauce on the side. 11. You want them to be soft on the outside, but still slightly underdone in the middle. 12. If they are fully baked, they will turn to mush in the pan. 13. You want them to keep their shape but be soft on the exterior so that you can get that nice brown crust on them in the skillet. "
254,001143bc39,Spinach Casserole,Ingredients: 1. 1 12 cups egg substitute 2. 1 container lowfat curd cottage cheese 3. 1 container fat free cottage cheese 4. 8 ounces low fat cheddar cheese 5. 6 tablespoons all purpose flour 6. 2 packages frozen spinach ,Instructions: 1. Preheat oven to 350 degrees. 2. Combine all ingredients together in large bowl. 3. Spray large casserole dish or oblong baking pan with non-stick cooking spray. 4. Pour ingredients in pan and bake at 350 degrees for 1 hour or until knife inserted in middle comes out clean. 
255,001148ab26,Yellow Squash Saute,Ingredients: 1. 1 teaspoon olive oil 2. 12 lb yellow squash 3. 12 cup onion 4. 1 green pepper 5. 1 tablespoon garlic powder 6. 1 teaspoon oregano 7. 1 teaspoon dried basil 8. salt and pepper ,"Instructions: 1. Coat frying pan or sauce pan with olive oil and heat to a medium-high heat. 2. Add in onions, squash, and green pepper and saute until everything everything is lightly browned but still has some crispyness to it. 3. About 8 minutes for me. 4. Add in seasonings and stir well. 5. Let cook for an additional minute and serve. "
256,0011572c6e,The British Bulldog! Traditional Layered Beef Steak Suet Pudding,Ingredients: 1. 12 ounces self rising flour 2. 6 ounces beef suet or 6 ounces vegetable suet 3. 12 teaspoon salt 4. water 5. 1 12 lbs braising steak 6. 2 tablespoons flour 7. 1 tablespoon tomato puree 8. 1 onion 9. 12 teaspoon dried herbs or 1 tablespoon mixed herbs 10. 1 pint beef stock 11. salt 12. pepper ,"Instructions: 1. Filling: Dip meat in seasoned flour and fry lightly. 2. Add onions and fry until golden. 3. Place in casserole with stock, tomato puree and herbs and cook for 2 hours. 4. Cool. 5. Pastry: Put flour, suet and seasoning in a bowl. 6. Add sufficient water to form a firm but soft dough. 7. Pudding: Roll out the suet pastry and using assorted sizes of saucers, cut out rounds to fit the pudding bowl diameter, starting off small and getting bigger! 8. In a well buttered pudding basin, start with a small round of suet pastry and then add some stewed beef, then a layer of suet pastry and then the beef -- carry on in this way until all the pastry and beef is used up - the last layer should be suet pastry. 9. Cover with buttered greasproof paper and then aluminium foil. 10. Steam for 2 hours, making sure there is always plenty of water. 11. Serve with fresh seasonal greens and vegetables and mashed or steamed potatoes. "
257,001160531e,Hootenanny Pancakes,Ingredients: 1. 12 cup butter or 12 cup margarine 2. 6 eggs 3. 1 cup milk 4. 14 teaspoon salt 5. 1 cup flour ,"Instructions: 1. Preheat oven to 425 degree F. 2. Put entire stick butter into a 9 x 13 inch pan. 3. Put pan with butter into the oven until butter is melted. 4. Beat the eggs, milk, and salt until frothy. 5. Add flour. 6. Beat until mixed. 7. Pour over melted butter. 8. Bake for 25 to 30 minutes. 9. Serve with syrup or jelly. "
258,00116142a7,To Go Energy Drink,Ingredients: 1. 24 ounces coconut water 2. 1 tablespoon acai pulp 3. 1 tablespoon elderberry 4. stevia 5. 1 lime ,"Instructions: 1. Pour in coconut water, add in powders, squeeze of lime -- Taste! 2. Add stevia if you have a sweet tooth that needs satiety: "
259,001183db2b,Horseradish Soup,Ingredients: 1. 2 tablespoons butter or 2 tablespoons vegetable oil 2. 14 cup breadcrumb 3. 3 tablespoons shallots 4. 1 quart chicken broth or 1 quart vegetable broth 5. 2 cups russet potatoes 6. 1 cup horseradish 7. 1 lb polish sausage 8. 14 teaspoon salt 9. 12 teaspoon pepper 10. 4 slices pumpernickel bread 11. 2 tablespoons olive oil 12. 2 teaspoons paprika ,"Instructions: 1. For croutons: heat oven to 325F. 2. Put bread on a baking sheet and and bake in oven for 10 minutes turning once. 3. Meanwhile, in a small sauce pan over low heat combine the oil and paprika. 4. Simmer for 5 minutes to blend flavors. 5. Combine the oil mixture and bread in a bowl and toss to coat. 6. Place bread back on baking sheet and bake for another 10 minutes or until crisp. 7. For soup: heat butter in a heavy saucepan or stockpot until melted. 8. Add shallots and bread crumbs. 9. Cook shallots until softened about 1 minute, don't brown the bread crumbs. 10. Add broth, potatoes and horseradish and bring to a boil. 11. Reduce heat, cover and simmer for 45 minutes or until the potatoes and horseradish are tender. 12. Place soup in blender or food processor and process till smooth. 13. Return soup to stockpot and season with salt and pepper. 14. In a heavy skillet over medium high heat, brown the sausage, about 5 minutes and then add to soup. 15. Return soup to a simmer and ladle into bowls garnishing with the croutons. "
260,0011a8144a,Lemon Icebox Cake,Ingredients: 1. 4 lemons 2. 1 cup water blanching 3. 1 1 2 cups sugar 4. 1 can sweetened condensed milk 5. 3 4 cup heavy cream 6. 1 tablespoon confectioners sugar 7. 1 2 teaspoon pure vanilla extract 8. 1 all butter pound cake ,"Instructions: 1. Remove zest  from 2 lemons in wide strips with a vegetable peeler , then cut lengthwise with a sharp knife into 1/8-inch-wide julienne strips. 2. Reserve lemons for juicing. 3. Fill a 2-quart heavy saucepan halfway with water, then add julienned peel. 4. Bring to a boil and simmer 15 minutes. 5. Drain peel in a sieve and rinse. 6. Bring water  and 1 cup granulated sugar to a boil in saucepan, stirring until sugar has dissolved. 7. Add peel and gently simmer until translucent, about 15 minutes. 8. Remove peel from syrup with a slotted spoon, letting syrup drain off into saucepan. 9. Spread out on a sheet of wax paper and cool to room temperature. 10. Toss peel with remaining 1/2 cup granulated sugar, stirring with a fork to coat and separate. 11. Transfer sugared peel to clean dry sieve and shake off excess sugar, then spread out on a fresh sheet of wax paper to dry slightly. 12. Make lemon filling while peel simmers and cools: Grate enough zest from remaining 2 lemons with a rasp to measure 2 teaspoon, then squeeze enough juice from all lemons to measure 2/3 cup. 13. Whisk together zest, juice, and condensed milk. 14. Chill until cold, at least 30 minutes. 15. Beat heavy cream with confectioners sugar and vanilla in a chilled bowl with a whisk or electric mixer until it just holds stiff peaks. 16. assemble cake: Halve cake crosswise, then trim crust from all sides. 17. Cut each block horizontally into 4  squares. 18. Halve each square diagonally into 2 triangles. 19. For each serving, layer 2 triangles with lemon filling, offsetting corners. 20. Top cake with whipped cream and candied lemon peel. "
261,0011ae8a46,Virgin Mojito,Ingredients: 1. 15 mint leaves 2. 1 teaspoon sugar 3. 1 ounce lime juice 4. 1 2 ounce simple syrup 5. ice 6. 4 ounces ginger ale ,"Instructions: 1. In a cocktail shaker, muddle the mint, sugar, lime juice and Simple Syrup. 2. Add ice, shake well and pour into a highball glass. 3. Top with the ginger ale. "
262,0011cc67b2,Broiled Veal Chops With Anchovy Butter,Ingredients: 1. 3 tablespoons olive oil 2. 4 loin veal chops 3. 1 4 teaspoon cumin 4. 2 tablespoons coarsely rosemary leaves 5. 2 tablespoons shallots 6. salt desired 7. pepper 8. 1 tablespoon anchovies or anchovy paste 9. 4 tablespoons butter 10. 2 tablespoons coriander ,"Instructions: 1. Preheat a charcoal or gas grill or preheat broiler to high. 2. Spoon oil into a flat dish and add chops in one layer, turning to coat on all sides. 3. Sprinkle with cumin, rosemary, shallots, salt and pepper. 4. Set aside. 5. Meanwhile, combine chopped anchovies or anchovy paste, butter, salt, pepper and coriander in a bowl. 6. Blend thoroughly. 7. When ready to cook chops, scrape marinade with herbs from sides of each chop, returning the marinade with herbs to the dish. 8. Put marinade in a warm place. 9. If using a grill, cook the chops about 10 minutes, turning them often. 10. If using a broiler, arrange chops on a rack and place about 2 inches from the source of heat. 11. Leave broiler door partly open and cook chops about 5 minutes. 12. Turn them and continue broiling 2 minutes longer. 13. Return chops to the marinade in the dish and brush to coat both sides. 14. Spoon anchovy butter over chops and serve. "
263,0011d3e235,Crunchy Exploding Snack Beans/Spicy Chili Variation,Ingredients: 1. 15 ounces kidney beans 2. 1 tablespoon olive oil 3. 12 teaspoon chili powder 4. 12 teaspoon cumin 5. 12 teaspoon garlic powder 6. salt 7. pepper ,"Instructions: 1. Preheat oven to 375. 2. Rinse beans in a colander, and drain extremely well. 3. In a bowl, mix beans with oil and seasonings. 4. Transfer beans to a rimmed baking pan lined with parchment paper and arrange in a single layer. 5. Roast for about an hour, stirring gently every 10 to 15 minutes. 6. They will burst open  as they dry. 7. The beans are done when they are crunchy. 8. Feel free to adapt to your favorite seasonings. "
264,0011dc400e,Sherry Vinegar,Ingredients: 1. 1 cup white wine vinegar 2. 1 cup sherry wine ,"Instructions: 1. Bring the mixture just to a boil, cool slightly, pour into a clean jar with a tight-fitting lid. 2. Let it steep in a cool, dark place for several weeks, then store in the refrigerator. "
265,0011e09976,Doggie Treats (Pumpkin Peanut Butter),Ingredients: 1. 1 cup pumpkin puree 2. 12 cup peanut butter 3. 2 14 cups wheat flour 4. 2 eggs 5. 13 cup water ,"Instructions: 1. Mix all ingredients together. 2. Preheat oven to 350. 3. Spray cooking spray on hands to avoid sticking. 4. Knead dough until all ingredients are dispersed and it is the consistency of pizza dough. 5. Spread dough onto a cookie sheet, filling the entire thing. 6. Cut into 30 squares, and make fork indents on each square. 7. Then when removed from oven I cut again before lifting. 8. Excess is still edible but not as pretty. 9. Bake 30 minutes, until biscuits are hard and slightly crunchy on the outside. 10. Cool down before giving to the dog. "
266,001203700b,Tegelese Tesmi (Eritrean Herb Butter),Ingredients: 1. 1 cup unsalted butter 2. 12 cup water 3. 2 onions 4. 2 garlic cloves 5. 2 teaspoons ginger ,"Instructions: 1. Put the butter and the water in a frying-pan and heat them until the butter has melted. 2. Add the other ingredients and simmer the mixture on low for 30 minutes, until the mixture stops skimming and the butter is clear. 3. Do NOT stir the mixture. 4. Sieve the butter and allow to cool down in a well closed jam jar . "
267,00120e65ba,Rosemary-Crumb Beef Tenderloin with Pancetta-Roasted Tomatoes,Ingredients: 1. 1 beef tenderloin 2. 4 ounces pancetta 3. 2 pounds grape tomatoes 4. salt 5. black pepper 6. 6 garlic cloves 7. 2 3 cup pitted kalamata olives 8. 1 1 2 cups water 9. 1 1 4 cups panko 10. 5 tablespoons virgin olive oil 11. 5 tablespoons dijon mustard 12. 2 tablespoons rosemary 13. 1 4 cup leaf parsley ,"Instructions: 1. Heat oven to 500F with rack in middle. 2. Make a deep cut into the top side of tenderloin, about 4 inches from tail end, to facilitate folding the tail end under the roast to give the meat a more uniform thickness. 3. Tie roast at 1-inch intervals with kitchen string. 4. Cook pancetta in a large rimmed baking sheet in oven, stirring once, until fat is rendered and pancetta is crisp, 4 to 8 minutes. 5. Transfer pancetta with a slotted spoon to a bowl. 6. Add tomatoes and 1/4 teaspoon each salt and pepper to fat in rimmed baking sheet and stir, then roast in oven 15 minutes. 7. Stir in garlic and olives and roast until tomatoes are falling apart and browned in patches, 2 to 4 minutes. 8. Remove sheet from oven, then add pancetta and 1/2 cup water, scraping up brown bits. 9. Lower oven temperature to 350F. 10. Toss together bread crumbs, 2 tablespoons oil, and 1/4 teaspoon each salt and pepper in a bowl. 11. Stir together mustard and rosemary in a small bowl. 12. Pat tenderloin dry and sprinkle all over with 1 1/4 teaspoons each salt and pepper, rubbing into meat. 13. Set roasting pan over 2 burners, then add remaining 3 tablespoons oil and heat over medium-high heat until shimmering. 14. Brown tenderloin on all sides, about 10 minutes. 15. Spread top and upper part of sides with mustard mixture, then sprinkle evenly with bread crumbs. 16. Pat lightly to adhere. 17. Roast tenderloin until thermometer inserted diagonally 2 inches into center of thickest part of meat registers 120F, 30 to 40 minutes. 18. Transfer beef to a cutting board and let stand 15 minutes . 19. Set roasting pan over 2 burners and add remaining 1 cup water. 20. Bring to a boil, scraping up brown bits, then stir in tomato mixture and parsley. 21. Cut tenderloin into 1/2-inch-thick slices, discarding string, and serve with tomato mixture. "
268,001243534a,Peg's Chili,Ingredients: 1. 1 lb hamburger 2. 2 cans chili beans 3. 1 tomatoes 4. condensed tomato soup 5. 1 onion 6. 12 cup macaroni 7. 2 teaspoons chili powder 8. 2 teaspoons onion powder 9. 1 teaspoon sugar 10. 14 cup ketchup 11. 1 box beef broth 12. 1 tablespoon butter 13. salt and pepper ,Instructions: 1. Combine all ingredients and cook over medium heat until potatoes are just tender. 2. Turn down heat to low and simmer at least 1.5 hours. 
269,00125c0174,BBQ Bourbon Ribs,Ingredients: 1. 3 lb. pork baby back ribs 2. 2 tbsp. brown sugar 3. 1 tbsp. paprika 4. 2 tsp. garlic powder 5. 1 1 2 tsp. black pepper 6. 1 2 cup orange juice 7. 1 cup bull's eye original barbecue sauce 8. 2 tbsp. bourbon ,"Instructions: 1. Heat grill to medium heat. 2. Place half the ribs in single layer on center of large sheet of heavy-duty foil. 3. Mix sugar and seasonings; rub half evenly onto both sides of ribs. 4. Bring up foil sides. 5. Double fold top and one end to seal packet. 6. Add 1/4 cup orange juice to packet through open end. 7. Double fold remaining end, leaving room for heat to circulate inside. 8. Repeat to make second packet. 9. Place packets on grate of grill; cover with lid. 10. Grill 45 min. 11. to 1 hour or until ribs are done. 12. Remove ribs from foil; discard foil. 13. Return ribs to grill; brush with combined barbecue sauce and bourbon. 14. Grill 15 min., turning occasionally and brushing with remaining sauce. "
